"","Country.Name","Year","Total.Land","Agriculture.Land","Forest.Area"
"4959","Switzerland",2012,39516,15287,31.44549
"4960","Channel Islands",2012,190,95,4.210526
"4961","Chile",2012,743532,157550,22.6387
"4962","China",2012,9388211,5145530,21.69686
"4963","Cote d'Ivoire",2012,318000,206000,32.71132
"4964","Cameroon",2012,472710,97500,41.20074
"4965","Congo, Dem. Rep.",2012,2267050,262000,67.71452
"4966","Congo, Rep.",2012,341500,106020,65.53499
"4967","Colombia",2012,1109500,426176,52.80026
"4968","Comoros",2012,1861,1330,20.5266
"4969","Cabo Verde",2012,4030,840,21.59305
"4970","Costa Rica",2012,51060,18120,52.20133
"4971","Caribbean small states",2012,404850,25058,85.21037
"4972","Cuba",2012,106449,64056,28.55076
"4973","Cayman Islands",2012,240,27,52.91667
"4974","Cyprus",2012,9240,1169,18.69913
"4975","Germany",2012,348540,166640,32.74517
"4976","Djibouti",2012,23180,17020,0.2415876
"4977","Dominica",2012,750,250,58.84
"4978","Denmark",2012,42230,26240,14.14018
"4979","Dominican Republic",2012,48310,23520,38.98572
"4980","Algeria",2012,2381740,413981.9,0.8116755
"4981","East Asia & Pacific (excluding high income)",2012,15914031,7626422,29.66907
"4982","Early-demographic dividend",2012,33108957,13744494.5,22.14806
"4983","East Asia & Pacific",2012,24386956.9,11867356.3,26.23144
"4984","Europe & Central Asia (excluding high income)",2012,22679155,6359536,38.85799
"4985","Europe & Central Asia",2012,27440527,8067517.2,37.98418
"4986","Ecuador",2012,248360,75069,51.47399
"4987","Egypt, Arab Rep.",2012,995450,36960,0.07152544
"4988","Euro area",2012,2677893,1191541.2,38.00644
"4989","Spain",2012,500210,269420,36.61556
"4990","Ethiopia",2012,1e+06,364880,12.3772
"4991","European Union",2012,4237913,1862877.2,37.74818
"4992","Fragile and conflict affected situations",2012,14820993,4817592.8,22.42292
"4993","Finland",2012,303890,22851,73.11198
"4994","Fiji",2012,18270,4250,54.87794
"4995","France",2012,547557,288448,30.40779
"4996","Faroe Islands",2012,1396,30,0.05730659
"4997","Gabon",2012,257670,51600,86.9329
"4998","United Kingdom",2012,241930,171820,12.78469
"4999","Ghana",2012,227540,157000,40.6601
"5000","Guinea",2012,245720,144000,26.33892
"5001","Gambia, The",2012,10120,6050,47.74704
"5002","Guinea-Bissau",2012,28120,16300,71.19488
"5003","Equatorial Guinea",2012,28050,2840,57.14082
"5004","Greece",2012,128900,81460,30.74787
"5005","Grenada",2012,340,80,49.97059
"5006","Greenland",2012,410450,2359,0.0005359971
"5007","Guatemala",2012,107160,38091.6,34.05375
"5008","Guam",2012,540,180,46.2963
"5009","Guyana",2012,196850,16780,84.10465
"5010","High income",2012,35017242.3,12753083.9,28.74775
"5011","Honduras",2012,111890,32350,44.25775
"5012","Heavily indebted poor countries (HIPC)",2012,19754786,7383932.4,28.31658
"5013","Haiti",2012,27560,17700,3.606676
"5014","Hungary",2012,90530,53380,22.70187
"5015","IBRD only",2012,69397181,25263906.7,33.88569
"5016","IDA & IBRD total",2012,95717621,36433344.1,31.41907
"5017","IDA total",2012,26320440,11169437.4,24.91283
"5018","IDA blend",2012,5937520,3166624,20.54008
"5019","Indonesia",2012,1811570,565000,51.37157
"5020","IDA only",2012,20382920,8002813.4,26.18728
"5021","Isle of Man",2012,570,384,6.070175
"5022","India",2012,2973190,1796420,23.59311
"5023","Ireland",2012,68890,45330,10.69807
"5024","Iran, Islamic Rep.",2012,1628760,462458,6.564491
"5025","Iraq",2012,434320,85685,1.899521
"5026","Iceland",2012,100250,18722,0.4518703
"5027","Israel",2012,21640,5262,7.319778
"5028","Italy",2012,294140,137290,31.05868
"5029","Jamaica",2012,10830,4440,31.05633
"5030","Jordan",2012,88780,10449,1.09822
"5031","Japan",2012,364560,45490,68.47378
"5032","Kenya",2012,569140,277300,7.560881
"5033","Cambodia",2012,176520,54550,55.73986
"5034","Kiribati",2012,810,340,15
"5035","St. Kitts and Nevis",2012,260,60,42.30769
"5036","Korea, Rep.",2012,97350,17880,63.75758
"5037","Kuwait",2012,17820,1520,0.3507295
"5038","Latin America & Caribbean (excluding high income)",2012,19095699,7174430.6,47.85518
"5039","Lao PDR",2012,230800,22990,78.82972
"5040","Lebanon",2012,10230,6580,13.39785
"5041","Liberia",2012,96320,27100,44.32101
"5042","Libya",2012,1759540,153550,0.1233277
"5043","St. Lucia",2012,610,106,33.57377
"5044","Latin America & Caribbean",2012,20041793.4,7477385.6,46.59202
"5045","Least developed countries: UN classification",2012,20138863,7839681.4,27.12872
"5046","Low income",2012,13382216,5538605.8,27.8366
"5047","Liechtenstein",2012,160,60,43.125
"5048","Sri Lanka",2012,62710,26900,33.32483
"5049","Lower middle income",2012,23155614,10199191.9,25.76998
"5050","Low & middle income",2012,94663198,36067260.6,31.53923
"5051","Lesotho",2012,30360,22853,1.515152
"5052","Late-demographic dividend",2012,44530459,15692037.4,38.95068
"5053","Morocco",2012,446300,304030,12.67309
"5054","Madagascar",2012,581795,414150,21.52133
"5055","Maldives",2012,300,79,3.333333
"5056","Middle East & North Africa",2012,11236230,3726984.8,2.06102
"5057","Mexico",2012,1943950,1067050,34.11343
"5058","Middle income",2012,81336962,30541968.8,32.15041
"5059","Mali",2012,1220190,416510,4.058384
"5060","Malta",2012,320,103,1.09375
"5061","Myanmar",2012,653150,125490,46.97267
"5062","Middle East & North Africa (excluding high income)",2012,8641280,1967363.6,2.51052
"5063","Mongolia",2012,1553560,1133958,8.267875
"5064","Mozambique",2012,786380,499500,49.0338
"5065","Mauritania",2012,1030700,396610,0.2280004
"5066","Mauritius",2012,2030,870,18.95567
"5067","Malawi",2012,94280,57350,33.95206
"5068","Malaysia",2012,328550,77350,67.42475
"5069","North America",2012,18240980,4741528,35.98928
"5070","Namibia",2012,823290,388090,8.674465
"5071","New Caledonia",2012,18280,1843,45.89716
"5072","Niger",2012,1266700,447820,0.9309229
"5073","Nigeria",2012,910770,720000,9.027307
"5074","Nicaragua",2012,120340,51030,25.87668
"5075","Netherlands",2012,33720,18417,11.09727
"5076","Norway",2012,365245,9928,33.14488
"5077","Nepal",2012,143350,41210,25.36449
"5078","Nauru",2012,20,4,0
"5079","New Zealand",2012,263310,112094,38.55304
"5080","OECD members",2012,34403352,12260911.2,31.24739
"5081","Oman",2012,309500,14728,0.006462036
"5082","Other small states",2012,2030708,824067.4,25.98252
"5083","Pakistan",2012,770880,360630,2.076847
"5084","Panama",2012,74340,22570,62.76836
"5085","Peru",2012,1280000,243320,58.18422
"5086","Philippines",2012,298170,124300,24.54975
"5087","Papua New Guinea",2012,452860,11900,74.12313
"5088","Poland",2012,306220,145290,30.60349
"5089","Pre-demographic dividend",2012,20165526,8314485.1,26.32196
"5090","Puerto Rico",2012,8870,1968,54.79481
"5091","Korea, Dem. People’s Rep.",2012,120410,26300,44.94643
"5092","Portugal",2012,91590,36644.1,35.11519
"5093","Paraguay",2012,397300,215000,41.02492
"5094","West Bank and Gaza",2012,6020,2719.7,1.523256
"5095","Pacific island small states",2012,64200,8632,61.59953
"5096","Post-demographic dividend",2012,31466630.9,11070293.5,31.58721
"5097","French Polynesia",2012,3660,455,42.34973
"5098","Qatar",2012,11610,655.2,0
"5099","Romania",2012,230020,137330,28.92531
"5100","Rwanda",2012,24670,18157.3,18.62991
"5101","South Asia",2012,4771577,2700735,17.39185
"5102","Saudi Arabia",2012,2149690,1733450,0.4544841
"5103","Sudan",2012,2376000,682071.6,8.30521
"5104","Senegal",2012,192530,89650,43.59321
"5105","Singapore",2012,706,7.3,23.15864
"5106","Solomon Islands",2012,27990,1080,78.66381
"5107","Sierra Leone",2012,72180,38366.5,39.52896
"5108","El Salvador",2012,20720,15720,13.42664
"5109","San Marino",2012,60,10,0
"5110","Somalia",2012,627340,440250,10.51009
"5111","Sub-Saharan Africa (excluding high income)",2012,23617896,10252137.4,26.06989
"5112","Sub-Saharan Africa",2012,23618356,10252151.6,26.0711
"5113","Small states",2012,2499758,857757.4,36.48954
"5114","Sao Tome and Principe",2012,960,487,55.83333
"5115","Suriname",2012,156000,732,98.35513
"5116","Sweden",2012,407340,30486,68.91786
"5117","Swaziland",2012,17200,12220,33.26744
"5118","Seychelles",2012,460,14.2,88.41304
"5119","Syrian Arab Republic",2012,183630,139210,2.673855
"5120","Turks and Caicos Islands",2012,950,10,36.21053
"5121","Chad",2012,1259200,499350,4.173126
"5122","East Asia & Pacific (IDA & IBRD countries)",2012,15793421,7600073,29.55186
"5123","Europe & Central Asia (IDA & IBRD countries)",2012,22985375,6504826,38.74797
"5124","Togo",2012,54390,38500,4.54863
"5125","Thailand",2012,510890,218600,31.92272
"5126","Latin America & the Caribbean (IDA & IBRD countries)",2012,19913632,7410914.6,46.68403
"5127","Timor-Leste",2012,14870,3840,48.39274
"5128","Middle East & North Africa (IDA & IBRD countries)",2012,8635260,1964643.9,2.511209
"5129","Tonga",2012,720,330,12.5
"5130","South Asia (IDA & IBRD)",2012,4771577,2700735,17.39185
"5131","Sub-Saharan Africa (IDA & IBRD countries)",2012,23618356,10252151.6,26.0711
"5132","Trinidad and Tobago",2012,5130,540,44.76218
"5133","Tunisia",2012,155360,99220,6.503605
"5134","Turkey",2012,769630,384070,14.82245
"5135","Tuvalu",2012,30,18,33.33333
"5136","Tanzania",2012,885800,397000,53.25807
"5137","Uganda",2012,200520,144650,12.38081
"5138","Upper middle income",2012,58181348,20342776.9,34.68857
"5139","Uruguay",2012,175020,142300,10.15187
"5140","United States",2012,9147420,4087065,33.80953
"5141","St. Vincent and the Grenadines",2012,390,100,69.23077
"5142","Venezuela, RB",2012,882050,216000,53.48472
"5143","British Virgin Islands",2012,150,70,24.2
"5144","Virgin Islands (U.S.)",2012,350,40,51.25714
"5145","Vietnam",2012,310070,107933,46.39598
"5146","Vanuatu",2012,12190,1870,36.09516
"5147","World",2012,129736420.3,48833658.5,30.9016
"5148","Samoa",2012,2830,350,60.42403
"5149","Yemen, Rep.",2012,527970,235500,1.039832
"5150","South Africa",2012,1213090,968410,7.617737
"5151","Zambia",2012,743390,238360,66.09559
"5152","Zimbabwe",2012,386850,162000,38.77265
"5153","Aruba",2013,180,20,2.333333
"5154","Afghanistan",2013,652860,379100,2.067825
"5155","Angola",2013,1246700,591900,46.60752
"5156","Albania",2013,27400,11873,28.22701
"5157","Andorra",2013,470,208,34.04255
"5158","Arab World",2013,13621411,4790097.7,2.838442
"5159","United Arab Emirates",2013,83600,3823,3.833493
"5160","Argentina",2013,2736690,1491990,10.12376
"5161","American Samoa",2013,200,49,88.05
"5162","Antigua and Barbuda",2013,440,90,22.27273
"5163","Australia",2013,7682300,3966153,16.15857
"5164","Austria",2013,82531,27164,46.83573
"5165","Burundi",2013,25680,20330,10.38941
"5166","Benin",2013,112760,37500,39.11848
"5167","Burkina Faso",2013,273600,123000,19.99123
"5168","Bangladesh",2013,130170,91080,11.0179
"5169","Bulgaria",2013,108560,49950,34.89867
"5170","Bahrain",2013,770,86,0.7402597
"5171","Bahamas, The",2013,10010,140,51.44855
"5172","Belize",2013,22810,1600,60.33932
"5173","Bermuda",2013,50,3,20
"5174","Bolivia",2013,1083300,376280,51.08649
"5175","Brazil",2013,8358140,2788081,59.28424
"5176","Barbados",2013,430,140,14.65116
"5177","Brunei Darussalam",2013,5270,144,72.10626
"5178","Bhutan",2013,38117,5196,71.75486
"5179","Botswana",2013,566730,258790,19.48794
"5180","Central African Republic",2013,622980,50800,35.6371
"5181","Canada",2013,9093510,653510,38.17692
"5182","Central Europe and the Baltics",2013,1104003,527089.5,33.96639
"5183","Switzerland",2013,39516,15257,31.54165
"5184","Channel Islands",2013,190,94.2,4.210526
"5185","Chile",2013,743532,157810,23.04326
"5186","China",2013,9388211,5145530,21.86113
"5187","Cote d'Ivoire",2013,318000,206000,32.71006
"5188","Cameroon",2013,472710,97500,40.73533
"5189","Congo, Dem. Rep.",2013,2267050,262000,67.57716
"5190","Congo, Rep.",2013,341500,106270,65.4899
"5191","Colombia",2013,1109500,448156,52.77618
"5192","Comoros",2013,1861,1330,20.31166
"5193","Cabo Verde",2013,4030,840,21.83127
"5194","Costa Rica",2013,51060,18115,52.79279
"5195","Caribbean small states",2013,404850,25178,85.16616
"5196","Cuba",2013,104220,63423,29.67569
"5197","Cayman Islands",2013,240,27,52.91667
"5198","Cyprus",2013,9240,1074,18.69697
"5199","Germany",2013,348880,166970,32.71899
"5200","Djibouti",2013,23180,17020,0.2415876
"5201","Dominica",2013,750,250,58.48
"5202","Denmark",2013,42256,26090,14.25028
"5203","Dominican Republic",2013,48310,23520,39.67295
"5204","Algeria",2013,2381740,414316.4,0.8148664
"5205","East Asia & Pacific (excluding high income)",2013,15913961,7635493,29.7036
"5206","Early-demographic dividend",2013,33108887,13750741.1,22.07362
"5207","East Asia & Pacific",2013,24387004.3,11786471.7,26.26614
"5208","Europe & Central Asia (excluding high income)",2013,22679186,6384240.3,38.86688
"5209","Europe & Central Asia",2013,27440882,8089029.9,38.00163
"5210","Ecuador",2013,248360,75130,51.15699
"5211","Egypt, Arab Rep.",2013,995450,37610,0.07212818
"5212","Euro area",2013,2678201,1189135.4,38.08892
"5213","Spain",2013,500210,267332,36.68379
"5214","Ethiopia",2013,1e+06,362590,12.4178
"5215","European Union",2013,4238247,1862569.4,37.83233
"5216","Fragile and conflict affected situations",2013,14820928,4823376.8,22.31073
"5217","Finland",2013,303890,22585,73.11198
"5218","Fiji",2013,18270,4250,55.14395
"5219","France",2013,547557,287737,30.61416
"5220","Faroe Islands",2013,1396,30,0.05730659
"5221","Gabon",2013,257670,51600,87.70909
"5222","United Kingdom",2013,241930,172502,12.85496
"5223","Ghana",2013,227540,157000,40.78492
"5224","Guinea",2013,245720,145000,26.19241
"5225","Gambia, The",2013,10120,6050,47.90514
"5226","Guinea-Bissau",2013,28120,16300,70.83926
"5227","Equatorial Guinea",2013,28050,2840,56.72727
"5228","Greece",2013,128900,82060,30.98216
"5229","Grenada",2013,340,80,49.97059
"5230","Greenland",2013,410450,2359,0.0005359971
"5231","Guatemala",2013,107160,37207,33.71407
"5232","Guam",2013,540,180,46.2963
"5233","Guyana",2013,196850,16800,84.05385
"5234","High income",2013,35017683.7,12632367.4,28.78022
"5235","Honduras",2013,111890,32350,43.18527
"5236","Heavily indebted poor countries (HIPC)",2013,19754791,7382494.1,28.19132
"5237","Haiti",2013,27560,18400,3.577649
"5238","Hungary",2013,90530,53400,22.75268
"5239","IBRD only",2013,69397182,25365238.5,33.87828
"5240","IDA & IBRD total",2013,95717577,36521305.6,31.37693
"5241","IDA total",2013,26320395,11156067.1,24.77906
"5242","IDA blend",2013,5937540,3155355,20.35795
"5243","Indonesia",2013,1811570,570000,50.99378
"5244","IDA only",2013,20382855,8000712.1,26.06762
"5245","Isle of Man",2013,570,388,6.070175
"5246","India",2013,2973190,1796120,23.65311
"5247","Ireland",2013,68890,44770,10.78037
"5248","Iran, Islamic Rep.",2013,1628760,461000,6.564491
"5249","Iraq",2013,434320,92350,1.899521
"5250","Iceland",2013,100250,18722,0.4648379
"5251","Israel",2013,21640,5203,7.421442
"5252","Italy",2013,294140,136300,31.24159
"5253","Jamaica",2013,10830,4440,31.02124
"5254","Jordan",2013,88780,10566,1.09822
"5255","Japan",2013,364560,45370,68.46939
"5256","Kenya",2013,569140,276300,7.625189
"5257","Cambodia",2013,176520,54550,55.01813
"5258","Kiribati",2013,810,340,15
"5259","St. Kitts and Nevis",2013,260,60,42.30769
"5260","Korea, Rep.",2013,97466,17687,63.60372
"5261","Kuwait",2013,17820,1536,0.3507295
"5262","Latin America & Caribbean (excluding high income)",2013,19093470,7229490,47.72958
"5263","Lao PDR",2013,230800,23350,79.64935
"5264","Lebanon",2013,10230,6580,13.40567
"5265","Liberia",2013,96320,27000,44.00955
"5266","Libya",2013,1759540,153550,0.1233277
"5267","St. Lucia",2013,610,106,33.47541
"5268","Latin America & Caribbean",2013,20039564.4,7535044,46.48859
"5269","Least developed countries: UN classification",2013,20138798,7840241.1,27.00637
"5270","Low income",2013,13382221,5537583.5,27.69141
"5271","Liechtenstein",2013,160,56,43.125
"5272","Sri Lanka",2013,62710,27400,33.21958
"5273","Lower middle income",2013,23155564,10197746.3,25.67226
"5274","Low & middle income",2013,94660935,36150815.5,31.49292
"5275","Lesotho",2013,30360,22521,1.54809
"5276","Late-demographic dividend",2013,44530490,15777274.1,38.97109
"5277","Morocco",2013,446300,305915,12.65516
"5278","Madagascar",2013,581800,414150,21.49364
"5279","Maldives",2013,300,79,3.333333
"5280","Middle East & North Africa",2013,11236230,3734767.4,2.062243
"5281","Mexico",2013,1943950,1067050,34.06631
"5282","Middle income",2013,81334694,30628909,32.12043
"5283","Mali",2013,1220190,412010,3.99364
"5284","Malta",2013,320,102.3,1.09375
"5285","Myanmar",2013,653080,125870,46.14105
"5286","Middle East & North Africa (excluding high income)",2013,8641280,1975717.1,2.511733
"5287","Mongolia",2013,1553560,1133099,8.205258
"5288","Mozambique",2013,786380,499500,48.77133
"5289","Mauritania",2013,1030700,397110,0.2246046
"5290","Mauritius",2013,2030,860,18.97537
"5291","Malawi",2013,94280,57900,33.76114
"5292","Malaysia",2013,328550,78390,67.46797
"5293","North America",2013,18240980,4711930,36.0018
"5294","Namibia",2013,823290,388090,8.584338
"5295","New Caledonia",2013,18280,1842,45.89716
"5296","Niger",2013,1266700,447820,0.9211337
"5297","Nigeria",2013,910770,708000,8.577577
"5298","Nicaragua",2013,120340,50650,25.87668
"5299","Netherlands",2013,33690,18476,11.12496
"5300","Norway",2013,365245,9871.3,33.15035
"5301","Nepal",2013,143350,41210,25.36449
"5302","Nauru",2013,20,4,0
"5303","New Zealand",2013,263310,111060,38.5538
"5304","OECD members",2013,34403791,12138146.4,31.2798
"5305","Oman",2013,309500,14685,0.006462036
"5306","Other small states",2013,2030708,820726.4,25.98716
"5307","Pakistan",2013,770880,362800,2.021067
"5308","Panama",2013,74340,22570,62.54775
"5309","Peru",2013,1280000,243690,58.05328
"5310","Philippines",2013,298170,124400,25.35466
"5311","Papua New Guinea",2013,452860,11900,74.11695
"5312","Poland",2013,306210,144100,30.67372
"5313","Pre-demographic dividend",2013,20165531,8310034.1,26.1905
"5314","Puerto Rico",2013,8870,1977,55.16685
"5315","Korea, Dem. People’s Rep.",2013,120410,26300,43.8917
"5316","Portugal",2013,91600,37164.8,34.9869
"5317","Paraguay",2013,397300,216850,40.20589
"5318","West Bank and Gaza",2013,6020,2709.7,1.523256
"5319","Pacific island small states",2013,64200,8627,61.58847
"5320","Post-demographic dividend",2013,31464843.3,10948492.4,31.61766
"5321","French Polynesia",2013,3660,455,42.34973
"5322","Qatar",2013,11610,665,0
"5323","Romania",2013,230030,139050,29.22488
