"","Country.Name","Year","Population","Population.Density","CO2Emission","Total.Land","Agriculture.Land","Forest.Area","Region","IncomeGroup"
"12631","Venezuela, RB",2008,28141701,31.90488,6.364740177,882050,216000,53.95182,NA,NA
"12632","British Virgin Islands",2008,25604,170.6933,NA,150,70,24.33333,NA,NA
"12633","Virgin Islands (U.S.)",2008,107091,305.9743,NA,350,40,52.54286,NA,NA
"12634","Vietnam",2008,85118700,274.5145,1.386217823,310070,102408,44.20808,NA,NA
"12635","Vanuatu",2008,225340,18.48564,NA,12190,1870,36.09516,"East Asia & Pacific","Lower middle income"
"12636","World",2008,6763745673,52.1336,4.737352282,129738701.4,49136202.2,31.00472,NA,NA
"12637","Samoa",2008,183526,64.85018,1.039002648,2830,370,60.42403,"East Asia & Pacific","Upper middle income"
"12638","Kosovo",2008,1747383,160.5018,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"12639","Yemen, Rep.",2008,22356391,42.34406,0.999238383,527970,235170,1.039832,"Middle East & North Africa","Lower middle income"
"12640","South Africa",2008,49557573,40.85235,10.040716926,1213090,971080,7.617737,"Sub-Saharan Africa","Upper middle income"
"12641","Zambia",2008,13082517,17.59846,NA,743390,230870,66.99202,"Sub-Saharan Africa","Lower middle income"
"12642","Zimbabwe",2008,13558469,35.04839,NA,386850,164500,42.07832,"Sub-Saharan Africa","Low income"
"12643","Aruba",2009,101453,563.6278,NA,180,20,2.333333,"Latin America & Caribbean","High income"
"12644","Afghanistan",2009,28004331,42.89485,0.24198457,652860,379100,2.067825,"South Asia","Low income"
"12645","Angola",2009,22549547,18.08739,1.232494515,1246700,582900,47.00794,NA,NA
"12646","Albania",2009,2927519,106.8438,1.495600199,27400,12013,28.37664,NA,NA
"12647","Andorra",2009,84462,179.7064,NA,470,199,34.04255,"Europe & Central Asia","High income"
"12648","Arab World",2009,348145094,25.55867,4.547870851,13621411,5108978.6,3.425092,NA,NA
"12649","United Arab Emirates",2009,7666393,91.70327,21.908556084,83600,3929,3.782775,NA,NA
"12650","Argentina",2009,40799407,14.9083,4.410889894,2736690,1437920,10.56532,"Latin America & Caribbean","Upper middle income"
"12651","Armenia",2009,2888584,101.4606,NA,NA,NA,NA,NA,NA
"12652","American Samoa",2009,56227,281.135,NA,200,49,88.75,NA,NA
"12653","Antigua and Barbuda",2009,93581,212.6841,5.446757355,440,90,22.27273,NA,NA
"12654","Australia",2009,21691700,2.823594,18.200181959,7682300,4090290,16.15363,"East Asia & Pacific","High income"
"12655","Austria",2009,8343323,101.0357,7.555670205,82578,27950,46.72189,"Europe & Central Asia","High income"
"12656","Azerbaijan",2009,8947243,108.2913,NA,NA,NA,NA,NA,NA
"12657","Burundi",2009,8489031,330.5697,NA,25680,18330,9.291277,NA,NA
"12658","Belgium",2009,10796493,NA,9.286297597,NA,NA,NA,"Europe & Central Asia","High income"
"12659","Benin",2009,8944706,79.32517,0.521063185,112760,33500,40.89216,NA,NA
"12660","Burkina Faso",2009,15141099,55.34027,0.127633338,273600,117700,20.86623,NA,NA
"12661","Bangladesh",2009,150454708,1155.832,NA,130170,92460,11.0978,"South Asia","Lower middle income"
"12662","Bulgaria",2009,7444443,68.57446,5.731193724,108560,50300,34.26492,"Europe & Central Asia","Upper middle income"
"12663","Bahrain",2009,1185029,1559.249,23.041193085,760,83.6,0.6710526,NA,NA
"12664","Bahamas, The",2009,354856,35.45015,4.629528598,10010,150,51.44855,NA,NA
"12665","Bosnia and Herzegovina",2009,3746561,73.17502,NA,NA,NA,NA,NA,NA
"12666","Belarus",2009,9506765,46.87292,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"12667","Belize",2009,313929,13.76278,1.378356253,22810,1550,61.21964,NA,NA
"12668","Bermuda",2009,65636,1312.72,6.927722591,50,3,20,NA,NA
"12669","Bolivia",2009,9758748,9.008352,1.433545061,1083300,376730,52.353,NA,NA
"12670","Brazil",2009,194895996,23.31811,1.883811784,8358140,2735400,59.83547,NA,NA
"12671","Barbados",2009,278470,647.6047,5.807257514,430,160,14.65116,NA,NA
"12672","Brunei Darussalam",2009,383772,72.82201,20.486247043,5270,134,72.44782,"East Asia & Pacific","High income"
"12673","Bhutan",2009,714458,18.74382,NA,38117,5200,70.71281,NA,NA
"12674","Botswana",2009,1979882,3.493519,NA,566730,259180,20.23786,"Sub-Saharan Africa","Upper middle income"
"12675","Central African Republic",2009,4404230,7.069617,0.057449997,622980,52300,35.73726,"Sub-Saharan Africa","Low income"
"12676","Canada",2009,33628571,3.698085,14.837314645,9093510,639402,38.19832,"North America","High income"
"12677","Central Europe and the Baltics",2009,104924372,95.03029,6.507675214,1104115,536005.2,33.5494,NA,NA
"12678","Switzerland",2009,7743831,195.967,5.377973641,39516,15375,31.16206,NA,NA
"12679","Channel Islands",2009,158603,834.7526,NA,190,88,4.210526,NA,NA
"12680","Chile",2009,16829442,22.63446,3.969555616,743532,157820,21.77875,NA,NA
"12681","China",2009,1331260000,141.8012,5.722912037,9388211,5145530,21.20713,"East Asia & Pacific","Upper middle income"
"12682","Cote d'Ivoire",2009,19936366,62.69297,0.283812055,318000,206000,32.71509,NA,NA
"12683","Cameroon",2009,19432541,41.1088,0.346083304,472710,93130,42.59694,NA,NA
"12684","Congo, Dem. Rep.",2009,62409435,27.52892,0.027557099,2267050,257450,68.1266,"Sub-Saharan Africa","Low income"
"12685","Congo, Rep.",2009,4253712,12.45596,0.400862823,341500,105630,65.66032,NA,NA
"12686","Colombia",2009,45416181,40.93392,1.599905659,1109500,425400,53.13072,NA,NA
"12687","Comoros",2009,673252,361.7689,0.174294321,1861,1330,21.27888,NA,NA
"12688","Cabo Verde",2009,496963,123.3159,0.664093705,4030,780,21.0397,"Sub-Saharan Africa","Lower middle income"
"12689","Costa Rica",2009,4488263,87.90174,1.760677795,51060,18160,50.57188,"Latin America & Caribbean","Upper middle income"
"12690","Caribbean small states",2009,6939534,17.141,8.903376365,404850,25135,85.33714,NA,NA
"12691","Cuba",2009,11318602,106.3379,2.641408453,106440,65138,27.10447,"Latin America & Caribbean","Upper middle income"
"12692","Curacao",2009,146833,330.705,NA,NA,NA,NA,NA,NA
"12693","Cayman Islands",2009,54279,226.1625,10.336428453,240,27,52.91667,NA,NA
"12694","Cyprus",2009,1098076,118.8394,7.386924038,9240,1276,18.70563,"Europe & Central Asia","High income"
"12695","Czech Republic",2009,10443936,135.1966,NA,NA,NA,NA,NA,NA
"12696","Germany",2009,81902307,234.9396,NA,348610,168860,32.71277,"Europe & Central Asia","High income"
"12697","Djibouti",2009,836840,36.10181,0.552127049,23180,17013,0.2415876,NA,NA
"12698","Dominica",2009,71229,94.972,1.853346249,750,230,59.90667,NA,NA
"12699","Denmark",2009,5523095,130.1696,8.058895601,42430,26340,13.69833,NA,NA
"12700","Dominican Republic",2009,9767758,202.1892,2.104973219,48310,23970,36.92817,NA,NA
"12701","Algeria",2009,35465760,14.89069,3.423941994,2381740,413800,0.7732162,"Middle East & North Africa","Upper middle income"
"12702","East Asia & Pacific (excluding high income)",2009,1950788466,122.5818,4.538975547,15914181,7594726,29.52336,NA,NA
"12703","Early-demographic dividend",2009,2864730145,86.52393,2.133874058,33109107,13665282,22.38074,NA,NA
"12704","East Asia & Pacific",2009,2190811045,89.83597,5.130257763,24386790.5,11875018,26.14857,NA,NA
"12705","Europe & Central Asia (excluding high income)",2009,401472949,17.70233,NA,22679099,6313645,38.77313,NA,NA
"12706","Europe & Central Asia",2009,885591693,32.27102,NA,27442318,8053573.5,37.87359,NA,NA
"12707","Ecuador",2009,14691275,59.15314,2.448364965,248360,75344,52.42507,NA,NA
"12708","Egypt, Arab Rep.",2009,82465022,82.84195,2.50693511,995450,36890,0.06971721,"Middle East & North Africa","Lower middle income"
"12709","Euro area",2009,335360887,125.3002,NA,2676460,1205779,37.69268,NA,NA
"12710","Spain",2009,46362946,92.97507,6.216973378,498660,279700,36.20539,"Europe & Central Asia","High income"
"12711","Estonia",2009,1334515,31.48184,NA,NA,NA,NA,"Europe & Central Asia","High income"
"12712","Ethiopia",2009,85416253,85.41625,0.077619139,1e+06,349850,12.4368,"Sub-Saharan Africa","Low income"
"12713","European Union",2009,503317964,118.7127,7.149010511,4239800,1892075,37.43945,NA,NA
"12714","Fragile and conflict affected situations",2009,421038216,28.40841,0.827122778,14820898,4846889,23.23547,NA,NA
"12715","Finland",2009,5338871,17.56785,9.955194272,303900,22965,73.06022,"Europe & Central Asia","High income"
"12716","Fiji",2009,851967,46.63202,1.25250978,18270,4276,54.39354,"East Asia & Pacific","Upper middle income"
"12717","France",2009,64707044,118.1741,5.434219758,547557,290199,29.78941,"Europe & Central Asia","High income"
"12718","Faroe Islands",2009,48517,34.7543,11.866335511,1396,30,0.05730659,NA,NA
"12719","Micronesia, Fed. Sts.",2009,103960,NA,NA,NA,NA,NA,"East Asia & Pacific","Lower middle income"
"12720","Gabon",2009,1586754,6.158086,2.729299564,257670,51600,85.38053,NA,NA
"12721","United Kingdom",2009,62276270,257.4144,7.569499329,241930,173250,12.61274,NA,NA
"12722","Georgia",2009,3978000,69.59656,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"12723","Ghana",2009,23903831,105.0533,0.322460195,227540,156000,40.28566,NA,NA
"12724","Gibraltar",2009,32956,3295.6,14.019966015,NA,NA,NA,NA,NA
"12725","Guinea",2009,10556524,42.9616,0.213978768,245720,142500,26.77845,NA,NA
"12726","Gambia, The",2009,1639560,162.0119,0.266152504,10120,6030,47.25296,"Sub-Saharan Africa","Low income"
"12727","Guinea-Bissau",2009,1517448,53.9633,0.154659665,28120,16100,72.26174,NA,NA
"12728","Equatorial Guinea",2009,909111,32.41037,5.08234968,28050,2940,58.38859,NA,NA
"12729","Greece",2009,11107017,86.1677,8.277892345,128900,81860,30.045,"Europe & Central Asia","High income"
"12730","Grenada",2009,104296,306.7529,2.426008668,340,80,49.97059,NA,NA
"12731","Greenland",2009,56323,0.1372226,10.221738899,410450,2359,0.0005359971,NA,NA
"12732","Guatemala",2009,14316208,133.5966,0.827854974,107160,40435.4,35.13624,NA,NA
"12733","Guam",2009,159231,294.8722,NA,540,180,46.2963,NA,NA
"12734","Guyana",2009,745693,3.788128,2.099803807,196850,16780,84.23266,NA,NA
"12735","High income",2009,1141985286,32.61067,11.203503747,35018762.9,12828933.1,28.66964,NA,NA
"12736","Hong Kong SAR, China",2009,6972800,6640.762,6.045227885,1050,60,NA,"East Asia & Pacific","High income"
"12737","Honduras",2009,8035021,71.81179,0.979841745,111890,31980,47.4752,NA,NA
"12738","Heavily indebted poor countries (HIPC)",2009,612731524,31.01838,0.203353325,19753821,7638473.7,29.08786,NA,NA
"12739","Croatia",2009,4429078,79.14721,NA,NA,NA,NA,NA,NA
"12740","Haiti",2009,9852870,357.5062,0.230376834,27560,17963.3,3.693759,"Latin America & Caribbean","Low income"
"12741","Hungary",2009,10022650,110.7108,4.847794745,90530,57830,22.46106,NA,NA
"12742","IBRD only",2009,4383580939,63.16658,3.821888728,69397155,25112089.4,33.90527,NA,NA
"12743","IDA & IBRD total",2009,5725606720,59.81819,3.046202365,95716820,36207956.1,31.6162,NA,NA
"12744","IDA total",2009,1342025781,50.98947,0.508194289,26319665,11095866.7,25.57811,NA,NA
"12745","IDA blend",2009,442179341,74.47168,0.896027121,5937550,3122076,21.01216,NA,NA
"12746","Indonesia",2009,239340478,132.1177,1.865165403,1811570,556000,52.50529,"East Asia & Pacific","Lower middle income"
"12747","IDA only",2009,899846440,44.14883,0.315058097,20382115,7973790.7,26.90893,NA,NA
"12748","Isle of Man",2009,79325,139.1667,NA,570,433.9,6.070175,"Europe & Central Asia","High income"
"12749","India",2009,1214270132,408.4065,1.431844254,2973190,1800680,23.33312,"South Asia","Lower middle income"
"12750","Ireland",2009,4535375,65.83503,8.902756001,68890,41890,10.4439,"Europe & Central Asia","High income"
"12751","Iran, Islamic Rep.",2009,73687565,45.24151,8.026213039,1628760,466862,6.564491,"Middle East & North Africa","Upper middle income"
"12752","Iraq",2009,29894652,68.83094,3.497152936,434320,78500,1.899521,"Middle East & North Africa","Upper middle income"
"12753","Iceland",2009,318499,3.177047,6.447492771,100250,18750,0.4135661,NA,NA
"12754","Israel",2009,7485600,345.915,8.612472881,21640,5226,7.125693,NA,NA
"12755","Italy",2009,59095365,200.909,6.795651486,294140,139824,30.50996,"Europe & Central Asia","High income"
"12756","Jamaica",2009,2804082,258.918,2.760631465,10830,4490,31.16528,NA,NA
"12757","Jordan",2009,6821116,76.83167,3.209444026,88780,10250,1.09822,NA,NA
"12758","Japan",2009,128047000,351.2949,8.619441767,364500,46090,68.47682,"East Asia & Pacific","High income"
"12759","Kazakhstan",2009,16092701,5.960922,NA,NA,NA,NA,NA,NA
"12760","Kenya",2009,40237204,70.69825,0.306941208,569140,272850,7.367959,"Sub-Saharan Africa","Lower middle income"
"12761","Kyrgyz Republic",2009,5383300,28.06726,NA,NA,NA,NA,NA,NA
"12762","Cambodia",2009,14090208,79.82216,0.330259355,176520,53550,57.90505,NA,NA
"12763","Kiribati",2009,100568,124.158,NA,810,340,15,"East Asia & Pacific","Lower middle income"
"12764","St. Kitts and Nevis",2009,50886,195.7154,5.116476044,260,55,42.30769,NA,NA
"12765","Korea, Rep.",2009,49307835,507.8047,10.320109492,97100,17950,64.14624,"East Asia & Pacific","High income"
"12766","Latin America & Caribbean (excluding high income)",2009,562785589,29.47186,2.610406588,19095690,7093906.7,48.30837,NA,NA
"12767","Lao PDR",2009,6152036,26.65527,0.204449551,230800,21680,76.37084,NA,NA
"12768","Lebanon",2009,4183156,408.9107,4.991422266,10230,6630,13.37439,"Middle East & North Africa","Upper middle income"
"12769","Liberia",2009,3811528,39.57151,0.13565347,96320,26500,45.2554,"Sub-Saharan Africa","Low income"
"12770","Libya",2009,6121053,3.47878,9.583481633,1759540,153850,0.1233277,"Middle East & North Africa","Upper middle income"
"12771","St. Lucia",2009,171022,280.3639,2.251377016,610,106,33.86885,NA,NA
"12772","Latin America & Caribbean",2009,589352524,29.40619,2.749067578,20041784.4,7402950.7,46.98696,NA,NA
"12773","Least developed countries: UN classification",2009,829862431,41.20868,0.251328412,20138048,7804754.7,27.85824,NA,NA
"12774","Low income",2009,544900284,40.72118,NA,13381251,5176255.7,28.30129,NA,NA
"12775","Liechtenstein",2009,35766,223.5375,NA,160,65,43.125,"Europe & Central Asia","High income"
"12776","Sri Lanka",2009,19968000,318.4181,0.659832282,62710,25100,33.58316,"South Asia","Lower middle income"
"12777","Lower middle income",2009,2713862748,117.2001,1.347616728,23155804,10464975.4,26.35269,NA,NA
"12778","Low & middle income",2009,5700790157,60.22237,3.000285107,94662328,35826922.1,31.74945,NA,NA
"12779","Lesotho",2009,2019209,66.50886,NA,30360,23390,1.442688,"Sub-Saharan Africa","Lower middle income"
"12780","Late-demographic dividend",2009,2168123627,48.68845,5.438449433,44530555,15608438,38.8683,NA,NA
"12781","Lithuania",2009,3162916,50.46535,NA,NA,NA,NA,"Europe & Central Asia","High income"
"12782","Luxembourg",2009,497783,NA,20.877125173,NA,NA,NA,"Europe & Central Asia","High income"
"12783","Latvia",2009,2141669,34.44305,NA,NA,NA,NA,"Europe & Central Asia","High income"
"12784","Macao SAR, China",2009,525313,17807.22,5.039993299,NA,NA,NA,"East Asia & Pacific","High income"
"12785","St. Martin (French part)",2009,29820,548.1618,NA,NA,NA,NA,NA,NA
"12786","Morocco",2009,31989897,71.67801,1.640583713,446300,300026,12.5875,NA,NA
"12787","Monaco",2009,36534,18267,NA,NA,NA,NA,NA,NA
"12788","Moldova",2009,3565604,124.1203,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"12789","Madagascar",2009,20569121,35.37009,0.086107763,581540,413950,21.68381,NA,NA
"12790","Maldives",2009,360000,1200,NA,300,80,3.333333,NA,NA
"12791","Middle East & North Africa",2009,380192587,33.83631,5.847609435,11236230,3718881.6,2.044928,NA,NA
"12792","Mexico",2009,115505228,59.4178,3.900971695,1943950,1067050,34.26786,NA,NA
"12793","Marshall Islands",2009,52320,NA,NA,NA,NA,NA,"East Asia & Pacific","Upper middle income"
"12794","Middle income",2009,5160328979,63.44376,3.290077934,81337057,30663666.4,32.31852,NA,NA
"12795","Macedonia, FYR",2009,2069093,82.04175,NA,NA,NA,NA,NA,NA
"12796","Mali",2009,14606597,11.97076,0.055231208,1220190,410454,4.252616,"Sub-Saharan Africa","Low income"
"12797","Malta",2009,412477,1288.991,5.814186003,320,93,1.09375,"Middle East & North Africa","High income"
"12798","Myanmar",2009,49800690,76.22944,0.205437515,653300,124410,49.10853,"East Asia & Pacific","Lower middle income"
"12799","Middle East & North Africa (excluding high income)",2009,329488935,38.1296,3.920316019,8641290,1958304,2.49047,NA,NA
"12800","Montenegro",2009,618294,45.96981,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"12801","Mongolia",2009,2668289,1.717532,4.9103343,1553560,1136760,8.170241,NA,NA
"12802","Northern Mariana Islands",2009,55674,NA,NA,NA,NA,NA,NA,NA
"12803","Mozambique",2009,23524063,29.91437,0.107559226,786380,497700,49.84028,NA,NA
"12804","Mauritania",2009,3506288,3.401851,0.605538678,1030700,396510,0.239643,"Sub-Saharan Africa","Lower middle income"
"12805","Mauritius",2009,1247429,614.497,2.963163435,2030,910,18.89655,"Sub-Saharan Africa","Upper middle income"
"12806","Malawi",2009,14714602,156.0734,NA,94280,54850,34.68392,"Sub-Saharan Africa","Low income"
"12807","Malaysia",2009,27605383,84.02186,NA,328550,73030,66.58713,NA,NA
"12808","North America",2009,340465736,18.66488,16.957774432,18240980,4739012,35.92379,NA,NA
"12809","Namibia",2009,2137040,2.595732,NA,823290,388080,8.944843,"Sub-Saharan Africa","Upper middle income"
"12810","New Caledonia",2009,245000,13.40263,12.138518367,18280,2056,45.89716,NA,NA
"12811","Niger",2009,15813913,12.48434,0.061217486,1266700,437820,0.9602905,NA,NA
"12812","Nigeria",2009,154402181,169.5293,0.49698548,910770,690000,10.37649,NA,NA
"12813","Nicaragua",2009,5666581,47.08809,0.793378229,120340,51050,26.45837,NA,NA
"12814","Netherlands",2009,16530388,490.0797,10.234971254,33730,19174,11.01097,"Europe & Central Asia","High income"
"12815","Norway",2009,4828726,13.22051,11.461828855,365245,10142.6,33.12845,NA,NA
"12816","Nepal",2009,26741103,186.5441,0.162087331,143350,41400,25.36449,"South Asia","Low income"
"12817","Nauru",2009,10028,501.4,NA,20,4,0,NA,NA
"12818","New Zealand",2009,4302600,16.34044,7.527296054,263310,114900,38.57582,"East Asia & Pacific","High income"
"12819","OECD members",2009,1234203233,35.8729,9.886086663,34404888,12336022.6,31.17094,NA,NA
"12820","Oman",2009,2882942,9.314837,NA,309500,14740,0.006462036,"Middle East & North Africa","High income"
"12821","Other small states",2009,25620918,12.6168,6.280354728,2030698,824637.6,26.05903,NA,NA
"12822","Pakistan",2009,167049580,216.6998,0.950832112,770880,352770,2.244188,"South Asia","Lower middle income"
"12823","Panama",2009,3579385,48.14884,2.402400133,74340,22316,63.43288,"Latin America & Caribbean","Upper middle income"
"12824","Peru",2009,29001507,22.65743,1.782828044,1280000,239460,58.55812,NA,NA
"12825","Philippines",2009,92220879,309.2896,0.841111599,298170,121000,23.09689,NA,NA
